id,question,choices,explanation,answer,document,questions_en
884,"Một cửa hàng có 85 000 kg gạo, lần đầu bán được 23 000 kg gạo, lần sau bán được 29 000 kg gạo. Hỏi cửa hàng còn bao nhiêu ki-lô-gam gạo?","['A. 26 000 kg', 'B. 33 000 kg', 'C. 31 000 kg', 'D. 52 000 kg']",,B. 33 000 kg,"Câu hỏi: Một cửa hàng có 85 000 kg gạo, lần đầu bán được 23 000 kg gạo, lần sau bán được 29 000 kg gạo. Hỏi cửa hàng còn bao nhiêu ki-lô-gam gạo?. Các phương án: ['A. 26 000 kg', 'B. 33 000 kg', 'C. 31 000 kg', 'D. 52 000 kg']. Giải thích: nan. Đáp án: B. 33 000 kg","en: The store had 85,000 kg of rice, 23,000 kg of rice sold at the first time, and 29,000 kg of rice sold at the next time. How many kilograms of rice did the store have?"
885,Một cửa hàng điện máy có 16 chiếc ti vi. Cửa hàng đã bán đi 3 chiếc. Cửa hàng còn lại số chiếc ti vi là:,"['A. 19 chiếc ti vi', 'B. 13 chiếc ti vi', 'C. 15 chiếc ti vi', 'D. 14 chiếc ti vi']",,B. 13 chiếc ti vi,"Câu hỏi: Một cửa hàng điện máy có 16 chiếc ti vi. Cửa hàng đã bán đi 3 chiếc. Cửa hàng còn lại số chiếc ti vi là:. Các phương án: ['A. 19 chiếc ti vi', 'B. 13 chiếc ti vi', 'C. 15 chiếc ti vi', 'D. 14 chiếc ti vi']. Giải thích: nan. Đáp án: B. 13 chiếc ti vi","en: There are 16 TVs in the machine shop, three of which are sold, and the remaining TVs are sold by the machine shop."
886,"Một cửa hàng ngày đầu tiên bán được 324 gói bánh, ngày thứ hai bán được 319 gói bánh. Hỏi sau hai ngày cửa hàng bán được bao nhiêu gói bánh","['A. 643 gói bánh', 'B. 627 gói bánh', 'C. 663 gói bánh', 'D. 653 gói bánh']",,A. 643 gói bánh,"Câu hỏi: Một cửa hàng ngày đầu tiên bán được 324 gói bánh, ngày thứ hai bán được 319 gói bánh. Hỏi sau hai ngày cửa hàng bán được bao nhiêu gói bánh. Các phương án: ['A. 643 gói bánh', 'B. 627 gói bánh', 'C. 663 gói bánh', 'D. 653 gói bánh']. Giải thích: nan. Đáp án: A. 643 gói bánh","en: One store sells 324 packets on the first day, and 319 packets on the second day. Ask how many packets the store sells two days later."
887,"Một cửa hàng ngày thứ nhất bán được 27,46 mét vải. Ngày thứ hai bán được nhiều hơn ngày thứ nhất 36,25 mét vải. Trong ngày thứ hai, cửa hàng đã bán được số mét vải là:","['A. 65,46 mét vải', 'B. 64,24 mét vải', 'C. 66,17 mét vải', 'D. 63,71 mét vải']",,"D. 63,71 mét vải","Câu hỏi: Một cửa hàng ngày thứ nhất bán được 27,46 mét vải. Ngày thứ hai bán được nhiều hơn ngày thứ nhất 36,25 mét vải. Trong ngày thứ hai, cửa hàng đã bán được số mét vải là:. Các phương án: ['A. 65,46 mét vải', 'B. 64,24 mét vải', 'C. 66,17 mét vải', 'D. 63,71 mét vải']. Giải thích: nan. Đáp án: D. 63,71 mét vải",en: A store on day one sold 27.46 meters of cloth. On day two it sold 36.25 meters more than on day one. On day two it sold 36.25 meters more than on day one. On day two it sold:
888,"Một cửa hàng ngày thứ nhất bán được 310 kg gạo, ngày thứ hai bán được số gạo ít hơn ngày thứ nhất 120 kg. Số gạo bán ngày thứ hai là:","['A. 190 kg gạo', 'B. 180 kg gạo', 'C. 290 kg gạo', 'D. 209 kg gạo']",,A. 190 kg gạo,"Câu hỏi: Một cửa hàng ngày thứ nhất bán được 310 kg gạo, ngày thứ hai bán được số gạo ít hơn ngày thứ nhất 120 kg. Số gạo bán ngày thứ hai là:. Các phương án: ['A. 190 kg gạo', 'B. 180 kg gạo', 'C. 290 kg gạo', 'D. 209 kg gạo']. Giải thích: nan. Đáp án: A. 190 kg gạo","en: On the first day of the week, 310 kg of rice is sold at the supermarket, and on the second day, 120 kg less than the first day is sold."
889,"Một cửa hàng nhận về 6 tấm vải, mỗi tấm dài 45m. Ngày đầu cửa hàng bán được 135m. Hỏi số vải còn lại bao nhiêu mét?","['A. 165m', 'B. 145m', 'C. 155m', 'D. 135m']",,D. 135m,"Câu hỏi: Một cửa hàng nhận về 6 tấm vải, mỗi tấm dài 45m. Ngày đầu cửa hàng bán được 135m. Hỏi số vải còn lại bao nhiêu mét?. Các phương án: ['A. 165m', 'B. 145m', 'C. 155m', 'D. 135m']. Giải thích: nan. Đáp án: D. 135m","en: One store got six sheets of fabric, each 45 meters long. The first day the store sold 135 meters. How many meters of fabric are left?"
89,“Mẹ mua 5 hộp bánh. Mỗi hộp bánh có 8 cái bánh. Hỏi mẹ đã mua bao nhiêu cái bánh?”. Phép tính đúng với bài toán là:,"['A. 8 ${\\times}$ 5 = 40', 'B. $5 + 8 = 13$', 'C. 5 ${\\times}$ 8 = 40', 'D. 8 – 5 = 3']","Mẹ đã mua số cái bánh là:8 ${\times}$ 5 = 40 (cái bánh)
 Vậy phép tính đúng với bài toán là: 8 ${\times}$ 5 = 40",A. 8 ${\times}$ 5 = 40,"Câu hỏi: “Mẹ mua 5 hộp bánh. Mỗi hộp bánh có 8 cái bánh. Hỏi mẹ đã mua bao nhiêu cái bánh?”. Phép tính đúng với bài toán là:. Các phương án: ['A. 8 ${\\times}$ 5 = 40', 'B. $5 + 8 = 13$', 'C. 5 ${\\times}$ 8 = 40', 'D. 8 – 5 = 3']. Giải thích: Mẹ đã mua số cái bánh là:8 ${\times}$ 5 = 40 (cái bánh)
 Vậy phép tính đúng với bài toán là: 8 ${\times}$ 5 = 40. Đáp án: A. 8 ${\times}$ 5 = 40","en: ""I bought five custard pies. There were eight cupcakes for each custard pie. How many cupcakes did I buy?"". The correct calculation is:"
890,"Một cửa hàng tạp hoá nhập về hai loại nước mắm, chai nhỏ chứa 0,45 lít, chai to chứa 0,75 lít. Cửa hàng nhập về 20 chai nhỏ và 15 chai to. Cửa hàng đã nhập về số lít nước mắm là:","['A. 20,25 lít', 'B. 19,75 lít', 'C. 21,75 lít', 'D. 22,15 lít']",,"A. 20,25 lít","Câu hỏi: Một cửa hàng tạp hoá nhập về hai loại nước mắm, chai nhỏ chứa 0,45 lít, chai to chứa 0,75 lít. Cửa hàng nhập về 20 chai nhỏ và 15 chai to. Cửa hàng đã nhập về số lít nước mắm là:. Các phương án: ['A. 20,25 lít', 'B. 19,75 lít', 'C. 21,75 lít', 'D. 22,15 lít']. Giải thích: nan. Đáp án: A. 20,25 lít","en: All the grocery stores were raving about two kinds of tear juice, 0.45 liters in small bottles, 0.75 liters in large bottles. The grocery store ranted about 20 small bottles and 15 large bottles. The grocery store ranted about the number of liters of tear juice:"
891,Một cửa hàng trong một tháng đã bán hết 17400 bút bi. Hỏi trong tháng đó cửa hàng đã bán được bao nhiêu tá bút bi? (mỗi tá gồm 12 cái),"['A. 1350 tá', 'B. 1400 tá', 'C. 1450 tá', 'D. 1440 tá']",,C. 1450 tá,"Câu hỏi: Một cửa hàng trong một tháng đã bán hết 17400 bút bi. Hỏi trong tháng đó cửa hàng đã bán được bao nhiêu tá bút bi? (mỗi tá gồm 12 cái). Các phương án: ['A. 1350 tá', 'B. 1400 tá', 'C. 1450 tá', 'D. 1440 tá']. Giải thích: nan. Đáp án: C. 1450 tá","en: A store sold 17,400 ballpoint pens in a month. How many dozen (12 per dozen) of these pens did the store sell in that month?"
892,Một cửa hàng tuần thứ nhất bán được 62941 ki lô gam gạo. Tuần thứ hai họ bán được ít hơn tuần thứ nhất 20142 ki lô gam gạo. Số ki lô gam gạo cửa hàng đã bán được trong tuần thứ hai là:,"['A. 42395kg', 'B. 42957kg', 'C. 42799kg', 'D. 48294kg']",,C. 42799kg,"Câu hỏi: Một cửa hàng tuần thứ nhất bán được 62941 ki lô gam gạo. Tuần thứ hai họ bán được ít hơn tuần thứ nhất 20142 ki lô gam gạo. Số ki lô gam gạo cửa hàng đã bán được trong tuần thứ hai là:. Các phương án: ['A. 42395kg', 'B. 42957kg', 'C. 42799kg', 'D. 48294kg']. Giải thích: nan. Đáp án: C. 42799kg","en: A first week store sold 62,941 kilograms of rice. A second week they sold less than the first week 20142 kilograms of rice. The number of kilograms of rice that the store sold in the second week was:"
893,"Một cửa hàng xăng dầu, buổi sáng họ bán được 3589 lít xăng. Buổi chiều họ bán được nhiều hơn buổi sáng 156 lít. Cả hai buổi, cửa hàng đó bán được số lít xăng là:","['A. 3745 lít xăng', 'B. 7334 lít xăng', 'C. 7490 lít xăng', 'D. 7022 lít xăng']",,B. 7334 lít xăng,"Câu hỏi: Một cửa hàng xăng dầu, buổi sáng họ bán được 3589 lít xăng. Buổi chiều họ bán được nhiều hơn buổi sáng 156 lít. Cả hai buổi, cửa hàng đó bán được số lít xăng là:. Các phương án: ['A. 3745 lít xăng', 'B. 7334 lít xăng', 'C. 7490 lít xăng', 'D. 7022 lít xăng']. Giải thích: nan. Đáp án: B. 7334 lít xăng","en: A petrol station sold 3,589 liters of gasoline in the morning. In the afternoon they sold 156 liters more than in the morning. In both sessions, the station sold 10,000 liters of gasoline."
894,"Một đoàn tàu chở hàng gồm 9 toa, mỗi toa tàu chở 10 720 kg hàng hóa. Vậy khối lượng hàng hóa đoàn tàu đó chở là:","['A. 96 380 kg', 'B. 96 480 kg', 'C. 90 820 kg', 'D. 19 720 kg']","Phương pháp
 Khối lượng hàng hóa đoàn tàu đó chở = Khối lượng hàng mỗi toa chở được x số toa
 Cách giải
 Khối lượng hàng hóa đoàn tàu đó chở là
 10 720 x 9 = 96 480 (kg)
 Đáp số: 96 480 kg",B. 96 480 kg,"Câu hỏi: Một đoàn tàu chở hàng gồm 9 toa, mỗi toa tàu chở 10 720 kg hàng hóa. Vậy khối lượng hàng hóa đoàn tàu đó chở là:. Các phương án: ['A. 96 380 kg', 'B. 96 480 kg', 'C. 90 820 kg', 'D. 19 720 kg']. Giải thích: Phương pháp
 Khối lượng hàng hóa đoàn tàu đó chở = Khối lượng hàng mỗi toa chở được x số toa
 Cách giải
 Khối lượng hàng hóa đoàn tàu đó chở là
 10 720 x 9 = 96 480 (kg)
 Đáp số: 96 480 kg. Đáp án: B. 96 480 kg","en: A freight train consists of nine cars, each carrying 10,720 kg of freight."
895,Một đội công nhân chuyển gạo vào 2 kho với thời gian chuyển vào kho thứ nhất là 5 giờ 15 phút. Thời gian chuyển gạo vào kho thứ hai nhanh gấp 3 lần so với kho thứ nhất. Hỏi đội công nhân chuyển gạo vào kho thứ hai mất bao lâu?,"['A. 1 giờ 45 phút', 'B. 2 giờ 5 phút', 'C. 2 giờ 6 phút', 'D. 2 giờ 10 phút']",,B. 2 giờ 5 phút,"Câu hỏi: Một đội công nhân chuyển gạo vào 2 kho với thời gian chuyển vào kho thứ nhất là 5 giờ 15 phút. Thời gian chuyển gạo vào kho thứ hai nhanh gấp 3 lần so với kho thứ nhất. Hỏi đội công nhân chuyển gạo vào kho thứ hai mất bao lâu?. Các phương án: ['A. 1 giờ 45 phút', 'B. 2 giờ 5 phút', 'C. 2 giờ 6 phút', 'D. 2 giờ 10 phút']. Giải thích: nan. Đáp án: B. 2 giờ 5 phút",en: A team of workers moved rice into two depots with a 5:15 time to the first depots. The time to move rice into the second depots was three times faster than in the first depots. How long did the team take to move rice into the second depots?
896,Một đội công nhân chuyển gạo vào 3 kho. Thời gian chuyển gạo vào kho thứ nhất là 1 giờ 20 phút. Biết thời gian chuyển gạo vào kho thứ hai gấp 3 lần thời gian chuyển gạo vào kho thứ nhất. Thời gian chuyển gạo vào kho thứ ba gấp 2 lần thời gian chuyển gạo vào kho thứ hai. Tính tổng thời gian chuyển gạo vào 3 kho.,"['A. 13 giờ 20 phút', 'B. 13 giờ 40 phút', 'C. 14 giờ 20 phút', 'D. 14 giờ 10 phút']",,D. 14 giờ 10 phút,"Câu hỏi: Một đội công nhân chuyển gạo vào 3 kho. Thời gian chuyển gạo vào kho thứ nhất là 1 giờ 20 phút. Biết thời gian chuyển gạo vào kho thứ hai gấp 3 lần thời gian chuyển gạo vào kho thứ nhất. Thời gian chuyển gạo vào kho thứ ba gấp 2 lần thời gian chuyển gạo vào kho thứ hai. Tính tổng thời gian chuyển gạo vào 3 kho.. Các phương án: ['A. 13 giờ 20 phút', 'B. 13 giờ 40 phút', 'C. 14 giờ 20 phút', 'D. 14 giờ 10 phút']. Giải thích: nan. Đáp án: D. 14 giờ 10 phút",en: A team of workers moves rice into 3 warehouses. The time to move rice into the first warehouse is 1 hour and 20 minutes. Knowing that the time to move rice into the second warehouse is 3 times that to the first warehouse. The time to move rice into the third warehouse is 2 times that to the second warehouse. Calculate the total time to move rice into 3 warehouses.
897,"Một đội công nhân sửa xong một con đường trong ba ngày, trung bình mỗi ngày sửa được 525m. Ngày thứ nhất đội sửa được 372m đường, ngày thứ hai sửa được gấp 2 lần ngày thứ nhất. Hỏi ngày thứ ba đội đó sửa được bao nhiêu ki-lô-mét đường?","['A. 459m', 'B. 460m', 'C. 469m', 'D. 470m']",,A. 459m,"Câu hỏi: Một đội công nhân sửa xong một con đường trong ba ngày, trung bình mỗi ngày sửa được 525m. Ngày thứ nhất đội sửa được 372m đường, ngày thứ hai sửa được gấp 2 lần ngày thứ nhất. Hỏi ngày thứ ba đội đó sửa được bao nhiêu ki-lô-mét đường?. Các phương án: ['A. 459m', 'B. 460m', 'C. 469m', 'D. 470m']. Giải thích: nan. Đáp án: A. 459m","en: A team of workers repairs a road in three days, averaging 525 meters per day. The first day they repair 372 meters of road, the second twice as much as the first. How many kilometers does the team repair on the third day?"
898,"Một đội văn nghệ có 50 học sinh, trong đó có 15 học sinh nam. Tỉ số phần trăm của số học sinh nam so với số học sinh đội văn nghệ là:","['A. 80%', 'B. 30%', 'C. 33,3%', 'D. 125%']",,B. 30%,"Câu hỏi: Một đội văn nghệ có 50 học sinh, trong đó có 15 học sinh nam. Tỉ số phần trăm của số học sinh nam so với số học sinh đội văn nghệ là:. Các phương án: ['A. 80%', 'B. 30%', 'C. 33,3%', 'D. 125%']. Giải thích: nan. Đáp án: B. 30%","en: There were 50 students in all schools, including 15 boys. The percentage of boys in all schools was:"
899,Một đội xe gồm 1 xe đi đầu chở 2 500 kg vải thiều và 6 xe đi sau mỗi xe chở 1 500 kg vải thiều. Vậy khối lượng vải thiều đội xe đó chở là:,"['A. 9 000 kg', 'B. 4 000 kg', 'C. 10 000 kg', 'D. 11 500kg']",,D. 11 500kg,"Câu hỏi: Một đội xe gồm 1 xe đi đầu chở 2 500 kg vải thiều và 6 xe đi sau mỗi xe chở 1 500 kg vải thiều. Vậy khối lượng vải thiều đội xe đó chở là:. Các phương án: ['A. 9 000 kg', 'B. 4 000 kg', 'C. 10 000 kg', 'D. 11 500kg']. Giải thích: nan. Đáp án: D. 11 500kg","en: Each of the vehicles consists of one vehicle in the front, carrying 2,500 kg of fabrics and six vehicles in the back, each carrying 1,500 kg of fabrics. The load of the fabrics in each of the vehicles is:"
9,"66m2 66cm2 = … cm2
 Số thích hợp để viết vào chỗ chấm là:","['A. 6666', 'B. 666 600', 'C. 660 660', 'D. 660 066']",66m2 66cm2 = 660 066cm2,D. 660 066,"Câu hỏi: 66m2 66cm2 = … cm2
 Số thích hợp để viết vào chỗ chấm là:. Các phương án: ['A. 6666', 'B. 666 600', 'C. 660 660', 'D. 660 066']. Giải thích: 66m2 66cm2 = 660 066cm2. Đáp án: D. 660 066",en: 66 m2 66 cm2 =... cm2 The appropriate number to write in the dot is:
90,“Một trăm hai mươi lăm mét vuông” được viết là:,"['A. 125m2', 'B. 125m', 'C. 152m', 'D. 152m2']",,A. 125m2,"Câu hỏi: “Một trăm hai mươi lăm mét vuông” được viết là:. Các phương án: ['A. 125m2', 'B. 125m', 'C. 152m', 'D. 152m2']. Giải thích: nan. Đáp án: A. 125m2","en: ""One hundred and twenty - five square metres"" is written as:"
900,Một đu quay quay 5 vòng hết 6 phút 20 giây. Vậy đu quay đó quay 8 vòng hết bao nhiêu lâu?,"['A. 2 giờ 4 phút', 'B. 2 giờ 5 phút', 'C. 2 giờ 6 phút', 'D. 2 giờ 8 phút']",,A. 2 giờ 4 phút,"Câu hỏi: Một đu quay quay 5 vòng hết 6 phút 20 giây. Vậy đu quay đó quay 8 vòng hết bao nhiêu lâu?. Các phương án: ['A. 2 giờ 4 phút', 'B. 2 giờ 5 phút', 'C. 2 giờ 6 phút', 'D. 2 giờ 8 phút']. Giải thích: nan. Đáp án: A. 2 giờ 4 phút",en: A Ferris wheel spins for 5 turns in 6 minutes and 20 seconds. How long does the Ferris wheel cycle 8 turns in?
901,"Một hình bình hành có diện tích 192 cm2, chiều cao bằng 12 cm. Độ dài đáy tương ứng của hình bình hành là:","['A. 32 cm', 'B. 16 cm', 'C. 8 cm', 'D. 64 cm']",,B. 16 cm,"Câu hỏi: Một hình bình hành có diện tích 192 cm2, chiều cao bằng 12 cm. Độ dài đáy tương ứng của hình bình hành là:. Các phương án: ['A. 32 cm', 'B. 16 cm', 'C. 8 cm', 'D. 64 cm']. Giải thích: nan. Đáp án: B. 16 cm",en: The entire parallelogram has an area of 192 cm2 and a height of 12 cm. The corresponding base length of the parallelogram is:
902,Một hình bình hành có độ dày đáy bằng $\frac{3}{2}$ dm và chiều cao bằng $\frac{1}{2}$ độ dài đáy. Diện tích của hình bình hành là:,"['A. $\\frac{9}{4}$ dm2', 'B. $\\frac{9}{16}$ dm2', 'C. $\\frac{9}{8}$ dm2', 'D. $\\frac{3}{4}$ dm2']","Diện tích hình bình hành bằng độ dài cạnh đáy nhân với chiều cao.
 Chiều cao của hình bình hành là: $\frac{3}{2}$ ${\times}$ $\frac{1}{2}$ = $\frac{3}{4}$ (dm)
 Diện tích hình bình hành đó là: $\frac{3}{2}$ ${\times}$ $\frac{3}{4}$ = $\frac{9}{8}$ (dm2)
 Đáp số: $\frac{9}{8}$ dm2.",C. $\frac{9}{8}$ dm2,"Câu hỏi: Một hình bình hành có độ dày đáy bằng $\frac{3}{2}$ dm và chiều cao bằng $\frac{1}{2}$ độ dài đáy. Diện tích của hình bình hành là:. Các phương án: ['A. $\\frac{9}{4}$ dm2', 'B. $\\frac{9}{16}$ dm2', 'C. $\\frac{9}{8}$ dm2', 'D. $\\frac{3}{4}$ dm2']. Giải thích: Diện tích hình bình hành bằng độ dài cạnh đáy nhân với chiều cao.
 Chiều cao của hình bình hành là: $\frac{3}{2}$ ${\times}$ $\frac{1}{2}$ = $\frac{3}{4}$ (dm)
 Diện tích hình bình hành đó là: $\frac{3}{2}$ ${\times}$ $\frac{3}{4}$ = $\frac{9}{8}$ (dm2)
 Đáp số: $\frac{9}{8}$ dm2.. Đáp án: C. $\frac{9}{8}$ dm2",en: All parallelograms have a depth of base of $\frac{3}{2}$ dm and a height of $\frac{1}{2}$ depth of base. The diameters of the parallelograms are:
903,Một hình chữ nhật có chiều dài 24cm và diện tích bằng 386cm2. Chiều rộng của hình chữ nhật là:,"['A. 16cm', 'B. 14cm', 'C.12cm', 'D. 10cm']",,A. 16cm,"Câu hỏi: Một hình chữ nhật có chiều dài 24cm và diện tích bằng 386cm2. Chiều rộng của hình chữ nhật là:. Các phương án: ['A. 16cm', 'B. 14cm', 'C.12cm', 'D. 10cm']. Giải thích: nan. Đáp án: A. 16cm",en: A rectangle has a length of 24 cm and an area of 386 cm2. The width of the rectangle is:
904,"Một hình chữ nhật có chiều dài 25cm, chiều rộng 4cm. Chu vi hình chữ nhật là:","['A. 58 cm', 'B. 29 cm', 'C. 100 cm']",,A. 58 cm,"Câu hỏi: Một hình chữ nhật có chiều dài 25cm, chiều rộng 4cm. Chu vi hình chữ nhật là:. Các phương án: ['A. 58 cm', 'B. 29 cm', 'C. 100 cm']. Giải thích: nan. Đáp án: A. 58 cm",en: A rectangle is 25 cm long by 4 cm wide. The perimeter of the rectangle is:
905,"Một hình chữ nhật có chiều dài 2dm, chiều rộng 10cm. Diện tích hình chữ nhật là: ","['A. 24 cm2', 'B. 20 cm2', 'C. 200 cm2']",,C. 200 cm2,"Câu hỏi: Một hình chữ nhật có chiều dài 2dm, chiều rộng 10cm. Diện tích hình chữ nhật là: . Các phương án: ['A. 24 cm2', 'B. 20 cm2', 'C. 200 cm2']. Giải thích: nan. Đáp án: C. 200 cm2",en: A rectangle with a length of 2dm and a width of 10cm. The area of the rectangle is: 
906,"Một hình chữ nhật có chiều dài bằng 10 cm, chu vi bằng 30 cm. Diện tích của hình chữ nhật đó là:","['A. 50 cm2', 'B. 45 cm2', 'C. 40 cm2', 'D. 35 cm2']","Nửa chu vi hình chữ nhật là: 30 : 2 = 15 (cm)
 Chiều rộng hình chữ nhật là: 15 – 10 = 5 (cm)
 Diện tích hình chữ nhật là: 10 ${\times}$ 5 = 50 (cm2)",A. 50 cm2,"Câu hỏi: Một hình chữ nhật có chiều dài bằng 10 cm, chu vi bằng 30 cm. Diện tích của hình chữ nhật đó là:. Các phương án: ['A. 50 cm2', 'B. 45 cm2', 'C. 40 cm2', 'D. 35 cm2']. Giải thích: Nửa chu vi hình chữ nhật là: 30 : 2 = 15 (cm)
 Chiều rộng hình chữ nhật là: 15 – 10 = 5 (cm)
 Diện tích hình chữ nhật là: 10 ${\times}$ 5 = 50 (cm2). Đáp án: A. 50 cm2",en: A cross is 10 cm long and 30 cm circumference. The cross has the following diameters:
907,"Một hình chữ nhật có chiều dài là 8dm, chiều rộng là 4cm. Diện tích của hình chữ nhật đó là:","['A. 32 cm', 'B. 32 cm 2', 'C. 320 cm', 'D. 320 cm 2']",,D. 320 cm 2,"Câu hỏi: Một hình chữ nhật có chiều dài là 8dm, chiều rộng là 4cm. Diện tích của hình chữ nhật đó là:. Các phương án: ['A. 32 cm', 'B. 32 cm 2', 'C. 320 cm', 'D. 320 cm 2']. Giải thích: nan. Đáp án: D. 320 cm 2",en: A rectangle has a length of 8 meters and a width of 4 centimeters. The area of the rectangle is:
908,Một hình chữ nhật có chiều rộng 12cm và diện tích bằng 96cm2. Chiều dài của hình chữ nhật là:,"['A.10cm', 'B. 8cm', 'C. 12cm', 'D. 14cm']",,B. 8cm,"Câu hỏi: Một hình chữ nhật có chiều rộng 12cm và diện tích bằng 96cm2. Chiều dài của hình chữ nhật là:. Các phương án: ['A.10cm', 'B. 8cm', 'C. 12cm', 'D. 14cm']. Giải thích: nan. Đáp án: B. 8cm",en: A rectangle has a width of 12 cm and an area of 96 cm2. The length of the rectangle is:
909,"Một hình chữ nhật có chiều rộng 16,34 m, chiều dài hơn chiều rộng 8,32 m. Chu vi của hình chữ nhật là:","['A. 24,66 m', 'B. 41 m', 'C. 20,5 m', 'D. 82 m']",,D. 82 m,"Câu hỏi: Một hình chữ nhật có chiều rộng 16,34 m, chiều dài hơn chiều rộng 8,32 m. Chu vi của hình chữ nhật là:. Các phương án: ['A. 24,66 m', 'B. 41 m', 'C. 20,5 m', 'D. 82 m']. Giải thích: nan. Đáp án: D. 82 m",en: The cross is 16.34 m in width and 8.32 m in length. The circumference of the cross is:
91,"“Thể tích của hình lập phương có cạnh 1,2dm bằng …......dm3. ” Số cần điền vào chỗ chấm là:","['A. 1,44', 'B. 1,728', 'C. 8,64', 'D. 5,76']",,"B. 1,728","Câu hỏi: “Thể tích của hình lập phương có cạnh 1,2dm bằng …......dm3. ” Số cần điền vào chỗ chấm là:. Các phương án: ['A. 1,44', 'B. 1,728', 'C. 8,64', 'D. 5,76']. Giải thích: nan. Đáp án: B. 1,728","en: ""The product of the cube with side length 1.2 meters is equal to......... meters3."" The number to fill in the stack is:"
910,"Một hình chữ nhật có chiều rộng bằng 5 cm, chiều dài gấp 3 lần chiều rộng. Diện tích của hình chữ nhật đó là:","['A. 15 cm2', 'B. 75 cm2', 'C. 50 cm2', 'D. 45 cm2']","Chiều dài của hình chữ nhật là:
 5 × 3 = 15 (cm)
 Diện tích hình chữ nhật đó là:
 15 × 5 = 75 (cm2)
 Đáp số: 75 cm2",B. 75 cm2,"Câu hỏi: Một hình chữ nhật có chiều rộng bằng 5 cm, chiều dài gấp 3 lần chiều rộng. Diện tích của hình chữ nhật đó là:. Các phương án: ['A. 15 cm2', 'B. 75 cm2', 'C. 50 cm2', 'D. 45 cm2']. Giải thích: Chiều dài của hình chữ nhật là:
 5 × 3 = 15 (cm)
 Diện tích hình chữ nhật đó là:
 15 × 5 = 75 (cm2)
 Đáp số: 75 cm2. Đáp án: B. 75 cm2",en: A rectangle is 5 cm wide and 3 times as long as the width of a rectangle. The area of the rectangle is:
911,"Một hình chữ nhật có chiều rộng bằng 8 cm, chu vi bằng 40 cm. Diện tích của hình chữ nhật đó là:","['A. 96 cm2', 'B. 80 cm2', 'C. 72 cm2', 'D. 64 cm2']","Nửa chu vi hình chữ nhật là:40 : 2 = 20 (cm) 
 Chiều rộng hình chữ nhật là:20 – 8 = 12 (cm) 
 Diện tích hình chữ nhật là:12 ${\times}$ 8 = 96 (cm2)",A. 96 cm2,"Câu hỏi: Một hình chữ nhật có chiều rộng bằng 8 cm, chu vi bằng 40 cm. Diện tích của hình chữ nhật đó là:. Các phương án: ['A. 96 cm2', 'B. 80 cm2', 'C. 72 cm2', 'D. 64 cm2']. Giải thích: Nửa chu vi hình chữ nhật là:40 : 2 = 20 (cm) 
 Chiều rộng hình chữ nhật là:20 – 8 = 12 (cm) 
 Diện tích hình chữ nhật là:12 ${\times}$ 8 = 96 (cm2). Đáp án: A. 96 cm2",en: The cross is 8 cm long and 40 cm circumferential. The cross has the following diameters:
912,Một hình chữ nhật có chu vi 48 cm. Chiều dài hơn chiều rộng 4 cm. Diện tích của hình chữ nhật đó là:,"['A. 160 cm2', 'B. 120 cm2', 'C. 280 cm2', 'D. 140 cm2']",,B. 120 cm2,"Câu hỏi: Một hình chữ nhật có chu vi 48 cm. Chiều dài hơn chiều rộng 4 cm. Diện tích của hình chữ nhật đó là:. Các phương án: ['A. 160 cm2', 'B. 120 cm2', 'C. 280 cm2', 'D. 140 cm2']. Giải thích: nan. Đáp án: B. 120 cm2",en: The cross has a circumference of 48 cm and is 4 cm longer than the cross. The remnant of the cross is:
913,Một hình chữ nhật có diện bằng 48 cm2 chiều dài bằng 8 cm. Vậy chu vi của hình chữ nhật đó là:,"['A. 56 cm', 'B. 28 cm', 'C. 14 cm', 'D. 40 cm']","Chiều rộng của hình chữ nhật là:48 : 8 = 6 (cm) 
 Chu vi của hình chữ nhật đó là:(8 + 6) ${\times}$ 2 = 28 (cm) 
 Đáp số: 28 cm",B. 28 cm,"Câu hỏi: Một hình chữ nhật có diện bằng 48 cm2 chiều dài bằng 8 cm. Vậy chu vi của hình chữ nhật đó là:. Các phương án: ['A. 56 cm', 'B. 28 cm', 'C. 14 cm', 'D. 40 cm']. Giải thích: Chiều rộng của hình chữ nhật là:48 : 8 = 6 (cm) 
 Chu vi của hình chữ nhật đó là:(8 + 6) ${\times}$ 2 = 28 (cm) 
 Đáp số: 28 cm. Đáp án: B. 28 cm",en: The circumference of the rectangle is:
914,Một hình chữ nhật có nửa chu vi bằng 18cm. Chiều dài bằng $\frac{5}{4}$ chiều rộng. Diện tích của hình chữ nhật đó là:,"['A. 20 cm2', 'B. 40 cm2', 'C. 60 cm2', 'D. 80 cm2']",,D. 80 cm2,"Câu hỏi: Một hình chữ nhật có nửa chu vi bằng 18cm. Chiều dài bằng $\frac{5}{4}$ chiều rộng. Diện tích của hình chữ nhật đó là:. Các phương án: ['A. 20 cm2', 'B. 40 cm2', 'C. 60 cm2', 'D. 80 cm2']. Giải thích: nan. Đáp án: D. 80 cm2","en: The cross has half an inch of circumference, and is about $\frac{5}{4}$ x. The cross has the following dihedral angles:"
